kod_stacji,nazwa_stacji,lon,lat,stan,stan_data,przelyw,przeplyw_data
153140010,ŚWINOUJŚCIE,14.264444,53.908333,496,2025-04-11 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-04-04 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-19 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,514,2025-04-04 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,505,2025-04-25 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,479,2025-04-10 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,491,2025-04-27 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-15 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,509,2025-04-19 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,503,2025-04-29 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,500,2025-04-13 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-18 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-16 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-01 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,500,2025-04-26 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-18 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-08 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,500,2025-04-14 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,503,2025-04-14 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,493,2025-04-29 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,491,2025-04-03 20:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,499,2025-04-10 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,479,2025-04-28 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,492,2025-04-08 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,503,2025-04-07 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-21 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-30 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-02 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,509,2025-04-17 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-19 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,516,2025-04-22 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,510,2025-04-17 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-15 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,533,2025-04-05 21:20:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,490,2025-04-30 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,519,2025-04-24 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,510,2025-04-07 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-15 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,542,2025-04-05 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-04-22 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,509,2025-04-21 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,491,2025-04-27 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,498,2025-04-03 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-04-13 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,519,2025-04-11 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-11 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-02 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,524,2025-04-06 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,494,2025-04-06 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,501,2025-04-22 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-16 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-17 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-20 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,501,2025-04-26 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-25 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,515,2025-04-24 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-06 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,505,2025-04-23 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-04 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,484,2025-04-28 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,482,2025-04-28 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,495,2025-04-09 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-21 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,490,2025-04-09 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,518,2025-04-05 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,508,2025-04-10 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-20 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,491,2025-04-30 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-24 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-04-12 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,491,2025-04-12 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,489,2025-04-12 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,510,2025-04-16 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,483,2025-04-29 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,509,2025-04-25 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,500,2025-04-08 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-02 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,510,2025-04-01 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,506,2025-04-20 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,482,2025-04-27 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,513,2025-04-01 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-18 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,494,2025-04-26 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,501,2025-04-23 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,497,2025-04-14 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,536,2025-04-09 21:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,504,2025-04-03 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,502,2025-04-13 13:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,512,2025-04-07 05:50:00,,
153140010,ŚWINOUJŚCIE,14.264444,53.908333,507,2025-04-23 05:50:00,,
